36,0
1,1
2,2
3,3
49,4
103,5
6,6
7,7
8,8
48,9
48,10
11,11
12,12
13,13
145,14
14,14
15,15
16,16
17,17
18,18
113,19
152,20
21,21
22,22
23,23
24,24
25,25
117,26
27,27
8,28
63,29
30,30
31,31
32,32
33,33
0,34
35,35
36,36
38,37
31,38
117,39
118,40
40,41
118,42
118,43
150,44
109,45
46,46
47,47
28,48
6,49
145,50
50,51
49,52
46,53
29,54
110,55
56,56
9,57
102,58
102,59
60,60
49,61
23,62
64,63
103,64
67,65
30,66
111,67
27,68
18,69
111,70
102,71
102,72
102,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
107,106
107,107
108,108
103,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
45,0
25,1
45,2
10,3
4,4
1,5
141,6
29,7
25,8
25,9
10,10
11,11
12,12
34,13
14,14
65,15
1,16
129,17
12,18
129,19
20,20
4,21
22,22
23,23
24,24
25,25
38,26
25,27
10,28
29,29
30,30
41,31
32,32
33,33
5,34
64,35
125,36
45,37
40,38
65,39
36,40
125,41
42,42
43,43
44,44
25,45
123,46
8,47
25,48
121,49
50,50
51,51
52,52
127,53
7,54
55,55
56,56
57,57
58,58
58,59
60,60
61,61
62,62
63,63
10,65
67,67
25,68
71,69
2,70
10,71
72,72
73,73
103,121
123,122
123,123
138,124
125,125
126,126
44,127
128,128
113,129
138,136
136,137
138,138
139,139
140,140
151,141
142,142
99,99
100,100
101,101
102,102
102,103
104,104
105,105
106,106
106,107
108,108
108,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
143,143
15,144
145,145
11,149
150,150
151,151
125,0
1,1
3,3
52,4
5,5
46,6
61,7
8,8
9,9
10,10
11,11
12,12
0,0
1,1
2,2
4,3
4,4
17,5
6,6
7,7
8,8
9,9
25,10
11,11
12,12
13,13
14,14
15,15
16,16
21,17
33,18
19,19
61,20
21,21
22,22
23,23
125,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
2,37
40,38
39,38
41,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
50,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
64,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
99,73
131,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
85,84
85,85
87,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
89,94
95,95
96,96
97,97
98,98
130,130
64,0
1,1
37,2
121,3
4,4
17,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
65,14
15,15
16,16
17,17
18,18
19,19
121,20
21,21
22,22
23,23
34,24
25,25
26,26
27,27
48,28
29,29
30,30
31,31
32,32
33,33
13,34
35,35
62,36
37,37
38,38
39,39
41,40
40,41
42,42
17,43
44,44
45,45
46,46
47,47
48,48
49,49
49,50
49,51
49,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
71,65
66,66
67,67
45,68
69,69
70,70
71,71
72,72
73,73
99,99
100,100
101,101
102,102
103,103
105,104
105,105
107,106
107,107
108,108
109,109
55,110
111,111
112,112
113,113
114,114
26,115
26,116
117,117
118,118
119,119
120,120
49,121
124,122
123,123
124,124
47,125
126,126
127,127
38,129
136,136
151,137
138,138
17,139
140,140
141,141
142,142
143,143
144,144
145,145
149,149
24,150
0,0
1,1
15,2
127,3
52,4
127,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
127,15
16,16
127,17
18,18
19,19
127,20
127,21
22,22
23,23
34,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
2,37
38,38
39,39
41,40
41,41
42,42
43,43
25,44
45,45
123,46
47,47
48,48
49,49
29,50
50,51
4,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
60,61
62,62
63,63
127,64
71,65
66,66
142,67
45,68
69,69
70,70
71,71
72,72
73,73
127,121
53,122
53,123
124,124
125,125
126,126
127,127
122,128
129,129
136,136
137,137
138,138
139,139
140,140
128,141
142,142
143,143
144,144
14,145
149,149
150,150
53,151
99,99
32,100
101,101
102,102
102,103
104,104
105,105
106,106
107,107
108,108
109,109
55,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
74,74
75,75
76,76
85,77
87,78
79,79
96,80
85,81
131,82
83,83
85,84
85,85
87,86
131,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
80,96
97,97
98,98
93,130
93,131
132,132
133,133
134,134
135,135
77,146
148,148
0,0
1,1
2,2
4,3
4,4
5,5
6,6
7,7
8,8
9,9
25,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
33,18
117,19
20,20
21,21
22,22
23,23
40,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
31,37
41,38
39,39
41,40
39,41
42,42
43,43
44,44
45,45
46,46
36,47
25,48
50,49
50,50
50,51
49,52
53,53
54,54
55,55
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
62,65
66,66
66,66
67,67
68,68
69,69
70,70
71,71
72,72
110,73
74,74
75,75
148,76
78,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
84,85
76,86
78,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
82,96
97,97
83,98
130,130
93,131
132,132
133,133
134,134
135,135
146,146
148,148
0,0
1,1
37,2
5,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
5,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
39,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
13,34
35,35
36,36
2,37
39,38
39,39
38,40
39,41
42,42
43,43
44,44
45,45
6,46
47,47
48,48
49,49
50,50
51,51
52,52
9,53
54,54
110,55
56,56
57,57
58,58
59,59
60,60
61,61
65,62
63,63
64,64
65,65
66,66
16,67
68,68
69,69
70,70
49,71
72,72
110,73
99,99
100,100
101,101
101,102
102,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
113,112
113,113
107,114
115,115
116,116
117,117
19,118
119,119
120,120
50,121
123,122
122,124
62,125
126,126
127,127
19,129
136,136
137,137
138,138
20,139
140,140
141,141
71,142
143,143
13,144
145,145
149,149
1,150
52,151
74,74
75,75
87,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
130,130
93,131
78,132
133,133
81,134
135,135
146,146
74,148
0,0
35,1
2,2
21,3
4,4
43,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
113,19
20,20
21,21
22,22
7,23
24,24
125,25
26,26
27,27
28,28
50,29
30,30
31,31
32,32
33,33
34,34
35,35
125,36
2,37
40,38
38,39
31,40
38,41
42,42
43,43
44,44
45,45
29,46
47,47
48,48
52,49
50,50
51,51
52,52
9,53
44,53
151,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
68,62
63,63
16,64
65,65
66,66
67,67
2,68
69,69
70,70
71,71
72,72
111,73
74,74
75,75
76,76
77,77
78,78
79,79
83,80
81,81
82,82
83,83
85,84
85,85
74,86
87,87
85,88
89,89
90,90
91,91
92,92
93,93
94,94
108,95
96,96
86,97
98,98
78,130
78,131
78,132
94,133
134,134
135,135
146,146
148,148
0,0
1,1
2,2
4,3
4,4
17,5
6,6
7,7
8,8
9,9
33,10
11,11
11,12
13,13
14,14
0,0
1,1
2,2
20,3
4,4
17,5
52,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
16,14
16,15
16,16
117,17
18,18
19,19
61,20
21,21
94,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
25,32
33,33
34,34
35,35
36,36
37,37
39,38
39,39
40,40
40,41
42,42
43,43
44,44
34,45
46,46
47,47
48,48
49,49
50,50
50,51
50,52
53,53
54,54
111,55
56,56
57,57
58,58
59,59
61,60
60,61
63,62
29,63
0,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
124,122
50,124
24,125
126,126
127,127
129,129
136,136
137,137
138,138
139,139
140,140
48,141
142,142
143,143
144,144
35,145
17,149
18,150
151,151
76,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
76,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
130,130
93,131
132,132
133,133
134,134
135,135
146,146
148,148
1,15
16,16
38,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
68,25
26,26
27,27
28,28
71,29
30,30
31,31
32,32
33,33
34,34
145,35
36,36
2,37
41,38
39,39
40,40
41,41
42,42
24,43
44,44
125,45
6,46
47,47
28,48
4,49
4,50
51,51
52,52
53,53
53,54
55,55
56,56
57,57
58,58
59,59
60,60
20,61
68,62
63,63
64,64
65,65
66,66
67,67
70,68
69,69
70,70
71,71
140,72
73,73
121,121
122,122
123,123
124,124
125,125
126,126
127,127
129,129
121,136
137,137
138,138
139,139
140,140
122,141
142,142
143,143
34,144
35,145
147,147
149,149
150,150
151,151
152,152
39,153
154,154
74,74
75,75
76,76
77,77
87,78
79,79
80,80
81,81
80,82
83,83
84,84
84,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
97,94
95,95
80,96
97,97
98,98
130,130
131,131
132,132
133,133
134,134
135,135
146,146
148,148
99,99
100,100
101,101
102,102
102,103
105,104
99,105
107,106
107,107
47,108
109,109
110,110
111,111
112,112
113,113
114,114
41,115
41,116
26,117
118,118
119,119
119,120
0,0
1,1
2,2
3,3
52,4
17,5
6,6
7,7
8,8
25,9
9,10
11,11
12,12
13,13
14,14
15,15
16,16
32,17
18,18
114,19
20,20
21,21
22,22
23,23
35,24
25,25
116,26
45,27
28,28
71,29
30,30
31,31
32,32
33,33
18,34
32,35
36,36
2,37
38,38
39,39
40,40
39,41
42,42
43,43
32,44
125,45
6,46
36,47
32,48
49,49
52,50
50,51
4,52
44,53
52,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
68,62
63,63
36,64
63,65
147,66
35,67
68,68
69,69
34,70
71,71
72,72
110,73
99,99
32,100
101,101
102,102
102,103
105,104
104,105
106,106
107,107
19,108
109,109
55,110
111,111
112,112
113,113
114,114
116,115
116,116
117,117
19,118
119,119
119,120
125,0
1,1
2,2
21,3
52,4
17,5
6,6
7,7
127,8
127,9
10,10
11,11
12,12
13,13
9,14
15,15
16,16
60,17
18,18
19,19
20,20
21,21
23,22
23,23
10,24
10,25
26,26
10,27
10,28
29,29
86,74
75,75
76,76
77,77
80,78
79,79
80,80
81,81
82,82
83,83
84,84
133,85
86,86
131,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
95,130
153,30
31,31
32,32
33,33
18,34
34,35
62,36
67,37
39,38
57,39
57,40
41,41
42,42
43,43
44,44
25,45
46,46
18,47
28,48
121,49
50,50
52,51
52,52
53,53
52,54
110,55
56,56
57,57
58,58
59,59
60,60
61,61
63,62
63,63
57,64
65,65
20,66
67,67
27,68
69,69
1,70
71,71
141,72
73,73
3,121
122,122
123,123
122,124
45,125
126,126
127,127
10,128
129,129
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
5,145
149,149
150,150
151,151
99,99
100,100
101,101
102,102
102,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
90,74
75,75
85,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
85,84
95,85
132,86
93,87
88,88
89,89
90,90
93,91
92,92
93,93
97,94
95,95
82,96
97,97
132,98
131,130
131,131
132,132
133,133
134,134
135,135
146,146
82,148
70,0
1,1
2,2
6,3
4,4
17,5
124,6
7,7
8,8
9,9
10,10
11,11
11,12
13,13
14,14
144,15
16,16
5,17
18,18
118,19
20,20
69,21
22,22
23,23
24,24
25,25
115,26
27,27
28,28
71,29
30,30
31,31
56,32
33,33
34,34
65,35
36,36
37,37
41,38
38,39
118,40
40,41
42,42
43,43
44,44
45,45
46,46
47,47
9,48
49,49
29,50
153,51
69,52
56,53
49,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
30,64
65,65
66,66
2,67
68,68
69,69
70,70
71,71
38,72
73,73
99,99
100,100
101,101
103,102
103,103
104,104
105,105
107,106
107,107
108,108
58,109
110,110
111,111
113,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
119,120
36,0
10,1
67,2
17,3
29,4
12,5
6,6
7,7
10,8
9,9
10,10
11,11
12,12
36,13
45,14
15,15
5,16
12,17
8,18
41,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
25,27
25,28
30,29
30,30
39,31
48,32
33,33
25,34
18,35
36,36
37,37
68,38
39,39
40,40
36,41
9,42
39,43
44,44
45,45
6,46
28,47
48,48
50,49
50,50
138,51
151,52
56,53
54,54
106,55
56,56
48,57
58,58
20,59
61,60
121,61
125,62
64,63
108,64
37,65
20,66
67,67
48,68
69,69
12,70
24,71
72,72
69,73
99,99
141,100
101,101
42,102
102,103
111,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
113,112
113,113
114,114
115,115
115,116
110,117
118,118
104,119
120,120
125,0
35,1
5,2
3,3
4,4
140,5
46,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
67,15
5,16
140,17
25,18
19,19
17,20
21,21
20,22
23,23
24,24
25,25
26,26
25,27
10,28
29,29
30,30
24,31
32,32
47,33
13,34
14,35
36,36
37,37
45,38
39,39
40,40
24,41
42,42
43,43
44,44
45,45
46,46
18,47
48,48
49,49
50,50
4,51
49,52
9,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
36,62
47,63
125,64
63,65
66,66
67,67
68,68
69,69
70,70
27,71
27,72
73,73
99,99
32,100
101,101
102,102
5,103
104,104
105,105
106,106
107,107
109,108
109,109
110,110
114,111
112,112
112,113
20,114
115,115
116,116
26,117
118,118
119,119
120,120
121,121
123,122
72,123
124,124
125,125
126,126
127,127
136,128
129,129
0,0
1,1
31,2
20,3
54,4
30,5
6,6
7,7
28,8
9,9
25,10
11,11
12,12
100,13
14,14
16,15
14,16
118,17
18,18
19,19
140,20
32,21
22,22
23,23
24,24
28,28
29,29
30,30
31,31
32,32
33,33
13,34
14,35
36,36
37,37
28,38
39,39
40,40
40,41
11,42
118,43
44,44
45,45
46,46
18,47
28,48
49,49
121,50
51,51
4,52
29,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
36,62
62,63
36,64
47,65
66,66
40,67
68,68
69,69
70,70
54,71
72,72
99,73
99,99
100,100
101,101
102,102
103,103
104,104
104,105
107,106
107,107
109,108
109,109
110,110
111,111
112,112
112,113
114,114
115,115
115,116
117,117
118,118
119,119
120,120
121,121
71,122
122,124
36,125
126,126
127,127
149,129
136,136
151,137
66,138
139,139
140,140
141,141
142,142
106,143
144,144
14,145
149,149
150,150
136,151
0,0
34,1
37,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
8,10
11,11
11,12
13,13
14,14
15,15
16,16
5,17
18,18
117,19
20,20
56,21
22,22
23,23
24,24
25,25
26,26
39,27
28,28
29,29
64,30
31,31
32,32
33,33
18,34
35,35
36,36
31,37
38,38
31,39
40,40
40,41
111,42
43,43
44,44
35,45
6,46
47,47
8,48
52,49
49,50
137,51
52,52
46,53
